sentiment,text,user,,,
neutral,"RT @SharleenLittle4: #Russia has already surpassed North Korea, Iran, Syria and Cuba in atrocities against humanity. This country is a terrâ€¦",MisaelS28718803,,,
negative,"Iet Fuck sevi, Putins!\n(Latvian)\n\n#StopRussianAggression #UkraineUnderAttack #Ukraine #IStandWithUkraine",FuckPutinBot,,,
neutral,RT @UWTracker: #Ukraine: Members of the 25th Airborne Brigade of the Ukrainian Army use a Ukrainian UAG-40 40x53mm automatic grenade launchâ€¦,TurnAmericaBlu_,,,
negative,"Iet Fuck sevi, Putins!\n(Latvian)\n\n#PutinsWar #UkraineUnderAttack #RussianWarCrimes #PutinWarCrimes",FuckPutinBot,,,
neutral,"Du-te dracu ', Putin!\n(Romanian)\n\n#UkraineUnderAttack #IStandWithUkraine #StandWithUkraine #UkraineRussiaWar",FuckPutinBot,,,
neutral,"RT @SharleenLittle4: #Russia has already surpassed North Korea, Iran, Syria and Cuba in atrocities against humanity. This country is a terrâ€¦",IgorFillipe7,,,
neutral,"Mine kuradi ise, Putin!\n(Estonian)\n\n#PutinsWar #StandWithUkraine #RussiaWarCrimes #UkraineUnderAttack",FuckPutinBot,,,
neutral,"Va te faire foutre, Poutine!\n(French)\n\n#Ukraine #UkraineUnderAttack #IStandWithUkraine #PutinWarCrimes",FuckPutinBot,,,
neutral,#Ukraineï¸: Another Russian Mi-35M [29 Blue] combat helicopter was pulled from the Dnipro River in #Kyiv Oblast alonâ€¦ https://t.co/pEpwtCtRAD,UWTracker,,,
neutral,#Ukraine: A member of the Ukrainian forces with two anti-tank mines donated by Germany-a DM31 landmine with a magneâ€¦ https://t.co/4KKaUwi4vH,UWTracker,,,
neutral,"#Ukraine: Russian forces have captured the Ukrainian \Triton-01\"" armored vehicle in the #Kharkiv region.â€¦ https://t.co/SbAwFiiCu2""",UWTracker,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",WelduYtbarek,,,
positive,Su-25 after being hit by manpads. The pilot landed. \n\nThe Su-25 is statistically the most survivable attack aircrafâ€¦ https://t.co/59H7ZfK6nG,gahamalian,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Nahom011,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",KusuWeyenti,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",Nahom011,,,
neutral,"RT @AbrehetTigray1: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgâ€¦",Eza_Meret,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",KusuWeyenti,,,
neutral,"RT @GiovaQuez: Salvini: \Se aspettiamo il Pd o qualcuno dei 5 Stelle per costruire la pace dovremmo attendere anni\"". Quindi Ã¨ giusto che siâ€¦""",Inna22030488,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Danait70,,,
neutral,RT @UNFPAUkraine: #HappeningNow @UNFPA briefing #media on the impact of #Ukrainewar on women &amp; girls:\n\n\100 days one," they are still at risâ€¦""",Addasogot,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Tite56012815,,,
neutral,"RT @HermelaMandela: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgâ€¦",nigsti_tigray,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",Danait70,,,
positive,ðŸ‡ºðŸ‡¦Ready to fight.\n#Russian #Rusia #Ukraine #ukraina #UkraineWar  #UkraineRussiaWar https://t.co/PQGYTSuXO7,infussambas,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Berhane_12,,,
neutral,"Thera are five players on Eurasia's political map: France, Germany, Russia, China, India.\nGeopolitical pivots are:â€¦ https://t.co/3SjbklbrtX",MrPopperP1,,,
neutral,#Ukraine: #Kiev dit reprendre du terrain sur les troupes russes Ã  #Severodonetsk. #UkraineWar #UkraineRussiaWarâ€¦ https://t.co/PdwSgiaikA,RodrigueOssi,,,
neutral,A website where Ukrainians post their diaries and stories of the war. \nWith automatic translation into &gt;70  languagâ€¦ https://t.co/2UYzKiN8wM,ValeryKosta,,,
neutral,RT @u_me_reality: 4/6\nðŸ‡·ðŸ‡ºâš¡ï¸ðŸ‡ºðŸ‡¦ðŸ˜±ðŸ”¥\nRuzzia Plundering Ukr. Steal\n#ukraine #ukrainewar #ukrainerussianwar #ukraine #ukrainian #ukrainekrieg httpsâ€¦,Johnyrocket69,,,
neutral,"RT @ShahiHabesha: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #575DaysOfTigrayGenocide, remain forgotâ€¦",WelduYtbarek,,,
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgoâ€¦",Eza_Meret,,,
neutral,RT @sylkowa: Wer ist #StrackZimmermann ?\n\n #Ukraine #UkraineWar #Waffenlieferungen #offenerbrief #Lanz #Kriegstreiber #Doppelmoral #natoausâ€¦,DerBardeRalph,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",gualraya12,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",saba_tesfay8,,,
neutral,"RT @ILhamilhm3: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotteâ€¦",Eza_Meret,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",saba_tesfay8,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",gualraya12,,,
positive,RT @UATV_en: Prez Zelensky took stock of the first 100 days of #Russia's full-fledged invasion in #Ukraine\n\nhttps://t.co/5rIfjTXfFF\n\n#Standâ€¦,clickma,,,
neutral,"RT @AbrehetTigray1: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgâ€¦",saraA77344934,,,
neutral,"RT @MehariAraya9: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #568DaysOfTigrayGenocide, remain forgotâ€¦",saraA77344934,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Selamhagosgmai1,,,
neutral,RT @IndiaNews_itv: Russia Ukraine War: à¤°à¥‚à¤¸à¥€ à¤¸à¥‡à¤¨à¤¾ à¤¨à¥‡ à¤…à¤¬ à¤¤à¤• à¤¯à¥‚à¤•à¥à¤°à¥‡à¤¨ à¤•à¥‡ à¤•à¤¿à¤¨ à¤¹à¤¿à¤¸à¥à¤¸à¥‹à¤‚ à¤ªà¤° à¤•à¤¬à¥à¤œà¤¾ à¤•à¤¿à¤¯à¤¾ à¤¹à¥ˆ?\n\n#RussianArmy #RussianUkrainianWar #Ukraâ€¦,SIMRANJ34199407,,,
neutral,RT @f_fusterfabra: #Alemania y #Noruega ya trazan una ruta de negocio con #EEUU y #Canada\nen lo #energÃ©tico. .. Efecto #UkraineWar para @Euâ€¦,ObservatoriCat,,,
positive,RT @UATV_en: Prez Zelensky took stock of the first 100 days of #Russia's full-fledged invasion in #Ukraine\n\nhttps://t.co/5rIfjTXfFF\n\n#Standâ€¦,A_Woronecki,,,
neutral,"RT @s71908599: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",WGebremichal,,,
neutral,"The US, EU and UK are negotiating terms for a ceasefire in #Ukraine, sources told CNN.\n\nNegotiations are ongoing, iâ€¦ https://t.co/a2ORfMkTN1",gahamalian,,,
neutral,"RT @s71908599: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",saraA77344934,,,
neutral,"RT @s71908599: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",GidayZed,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",Selamhagosgmai1,,,
neutral,"RT @MehariAraya9: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #568DaysOfTigrayGenocide, remain forgotâ€¦",GidayZed,,,
neutral,"RT @HermelaMandela: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgâ€¦",Tite56012815,,,
neutral,"RT @IndiaNews_itv: Russia Ukraine War: à¤•à¤¿à¤¤à¤¨à¤¾ à¤œà¥€à¤¤à¤¾ à¤°à¥‚à¤¸, à¤•à¥à¤¯à¤¾ à¤ªà¤¾à¤ à¤ªà¥à¤¤à¤¿à¤¨ ?\n\n#RussianArmy #RussianUkrainianWar #UkraineWar #UkraineUnderAttaÑkâ€¦",SIMRANJ34199407,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",bettyvegas3,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",Tsrha_Kw,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",Habtu27,,,
negative,"RT @PucksReturn: #Anonymous Releases a terabyte of data and emails from RKP Law, a #Russian law firm that works with major banking, media,â€¦",gowing2000,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Habtu27,,,
positive,Prez Zelensky took stock of the first 100 days of #Russia's full-fledged invasion in #Ukraineâ€¦ https://t.co/fRgZoPdcOa,UATV_en,,,
neutral,"RT @ShahiHabesha: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #575DaysOfTigrayGenocide, remain forgotâ€¦",KusuWeyenti,,,
neutral,RT @Zakaria_Z_Army: I wonder why tweety shows these messages of nonesense related to #Russia #china #iran media..\nwhile it doesn't show CIAâ€¦,HakanCavus75,,,
neutral,"@LulzSecMafia says they had a #TangoDown on neostock[.]ru - CS:GO Community, well #ThatsUnfortunate\n\n#OpRussiaâ€¦ https://t.co/dUcWV5b6sB",KrazyKaoticMess,,,
negative,"RT @KrazyKaoticMess: If you thought this far into #RussiaInvadedUkraine that support for #Ukraine would slow or even halt, you were sadly mâ€¦",Anna34366210,,,
positive,RT @ukrainianwar24: More volunteers arrived in Ukraine..\n\nðŸ‡ºðŸ‡¦ ðŸ‡¦ðŸ‡ºðŸ‡¬ðŸ‡ªðŸ‡ºðŸ‡¸ðŸ‡µðŸ‡±ðŸ‡¬ðŸ‡§ðŸ‡¦ðŸ‡¿ðŸ‡µðŸ‡¹ðŸ‡«ðŸ‡·ðŸ‡¨ðŸ‡±ðŸ‡³ðŸ‡´ðŸ‡«ðŸ‡®\n\n#Ukraine #Russia #UkraineWar #UkraineRussiaWar \n httpsâ€¦,Anna34366210,,,
positive,"RT @alemannoEU: Patriarch Kirill being removed from EU sanctions list upon Viktor Orbanâ€™s demand is the most preposterous, embarrassing andâ€¦",Richard_Scorer,,,
neutral,"\Although Moscow would never bother asking for #Yerevanâ€™s consent to redeploy some Russian troops from its 102ndÂ miâ€¦ https://t.co/XXlrvFh9Iy""",AzStudies,,,
positive,RT @KrazyKaoticMess: @Cero_On3 @DoomSec_ has a #TangoDown on rosreestr[.]gov[.]ru \n\nUnified Information Resource on Land &amp; Real Estate (parâ€¦,BornerJere,,,
negative,"RT @KrazyKaoticMess: If you thought this far into #RussiaInvadedUkraine that support for #Ukraine would slow or even halt, you were sadly mâ€¦",BornerJere,,,
positive,"Ukrainians used to live happily in their homes, today they live under the horror of constant #Russian attacks. Thatâ€¦ https://t.co/Ji7o0AkTk0",LlopisMarta95,,,
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgoâ€¦",LetezgherR,,,
neutral,"RT @amu_mihre: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #500DaysOfTigrayGenocide, remain forgottenâ€¦",tsegamahder3,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Deramba1,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",Deramba1,,,
negative,RT @bayraktar_1love: Technical MLRS vehicle in service with the Ukrainian military.  Such machines began to arrive recently.  \n\nIn the grouâ€¦,pwbusy99,,,
neutral,"RT @ILhamilhm3: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotteâ€¦",hc_wss,,,
negative,"If you thought this far into #RussiaInvadedUkraine that support for #Ukraine would slow or even halt, you were sadlâ€¦ https://t.co/qcLlpPIduU",KrazyKaoticMess,,,
neutral,"RT @demontvalon1: #UkraineWar A en croire les services de renseignements, dont les analyses concordent, Vladimir Poutine serait malade, etâ€¦",Wamadeus38,,,
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgoâ€¦",Tite56012815,,,
positive,RT @SVPSingh: #UkraineWar #Tv9BharatvarshNo1 @iamansood @dmtripathi007 @IshlinKaur Have social media soldiers taken over https://t.co/rnzcrâ€¦,IshlinKaur,,,
neutral,"The US, EU and UK are negotiating terms for a ceasefire in Ukraine, sources told CNN.\n\n Negotiations are ongoing, iâ€¦ https://t.co/Lys35K9bvl",lord_of_war____,,,
negative,"RT @OneVenusThrow: 100 Days Of War Take A Heavy Toll On #Ukraine As #Putinâ€™s Forces Hammer #Donbas\n\Families have been torn apart and villaâ€¦""",Akire2Janse,,,
neutral,"RT @M_Reichardt_AfD: Welch wahnsinnige Aussage! #Habeck legt das Schicksal ðŸ‡©ðŸ‡ªin die Hand ukrainischer Oligarchen, die fÃ¼r ihren \Endsieg\"" aâ€¦""",mariofischer59,,,
neutral,"I've got an analogy for you... Putin is Palpatine, Lavrov is Vader, Boris Johnson, Farage, orban and trump etc.. Moâ€¦ https://t.co/kxTVPEY8Ev",Aravik9,,,
neutral,"Ukrainian troops shelled the DPR 62 times a day, firing 463 pieces of ammunition, the representative office of theâ€¦ https://t.co/837uOXYl91",lord_of_war____,,,
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgoâ€¦",NinaNina2121211,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgottenâ€¦",Mebraht60251633,,,
neutral,"RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgoâ€¦",WelduYtbarek,,,
neutral,"RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgottenâ€¦",Mebraht60251633,,,
neutral,RT @GiovaQuez: Macron: \Putin ha fatto un errore fondamentale per la sua gente," per se stesso e per la storia invadendo l'Ucraina e adessoâ€¦""",akrachm,,
neutral,"36/\nâš¡ï¸On the night of June 4, the Russian troops shelled the Nyzhnie Pishchane village of Sumy District, the #Sumyâ€¦ https://t.co/T4QQ5BUUt4",yugan___,,,
neutral,"As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remainâ€¦ https://t.co/lDy9dgJc7X",Gheralta_rimey,,,
neutral,"RT @Gerashchenko_en: Serhii Sosiura, Warrior in Territorial guards, neutralized the enemy's tank - he jumped on it and threw a grenade insiâ€¦",Mapkyc_Jn,,,
neutral,"RT @ILhamilhm3: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotteâ€¦",Gheralta_rimey,,,
positive,@Cero_On3 @DoomSec_ has a #TangoDown on rosreestr[.]gov[.]ru \n\nUnified Information Resource on Land &amp; Real Estate (â€¦ https://t.co/OUs0Stfi67,KrazyKaoticMess,,,
neutral,RT @gahamalian: The Soyuz-2.1a rocket was launched from #Baikonur with the Progress MS-20 cargo spacecraft carrying a 3D printer and nanosaâ€¦,WiederZuruck,,,
